# epsilon     r     avg_deviation
0.2408     8     1387.9
0.2409     8     1387.9
0.241     8     1387.9
0.2411     8     1387.9
0.2412     8     1387.9
0.2413     8     1387.9
0.2414     8     1387.9
0.2415     8     1387.9
0.2416     8     1387.9
0.2417     8     1387.9
0.2418     8     1387.9
0.2419     8     1387.9
0.242     8     1387.9
0.2421     8     1387.9
0.2422     8     1387.9
0.2423     8     1387.9
0.2424     8     1387.9
0.2425     8     1387.9
0.2426     8     1387.9
0.2427     8     1387.9
0.2428     8     1387.9
0.2429     8     1387.9
0.243     8     1387.9
0.2431     8     1387.9
0.2432     8     1387.9
0.2433     8     1387.9
0.2434     8     1387.9
0.2435     8     1387.9
0.2436     8     1387.9
0.2437     8     1387.9
0.2438     8     1387.9
0.2439     8     1387.9
0.244     8     1387.9
0.2441     8     1387.9
0.2442     8     1387.9
0.2443     8     1387.9
0.2444     8     1387.9
0.2445     8     1387.9
0.2446     8     1387.9
0.2447     8     1387.9
0.2448     8     1387.9
0.2449     8     1387.9
0.245     8     1387.9
0.2451     8     1387.9
0.2452     8     1387.9
0.2453     8     1387.9
0.2454     8     1387.9
0.2455     8     1387.9
0.2456     8     1387.9
0.2457     8     1387.9
0.2458     8     1387.9
0.2459     8     1387.9
0.246     8     1387.9
0.2461     8     1387.9
0.2462     8     1387.9
0.2463     8     1387.9
0.2464     8     1387.9
0.2465     8     1387.9
0.2466     8     1387.9
0.2467     8     1387.9
0.2468     8     1387.9
0.2469     8     1387.9
0.247     8     1387.9
0.2471     8     1387.9
0.2472     8     1387.9
0.2473     8     1387.9
0.2474     8     1387.9
0.2475     8     1387.9
0.2476     8     1387.9
0.2477     8     1387.9
0.2478     8     1387.9
0.2479     8     1387.9
0.248     8     1387.9
0.2481     8     1387.9
0.2482     8     1387.9
0.2483     8     1387.9
0.2484     8     1387.9
0.2485     8     1387.9
0.2486     8     1387.9
0.2487     8     1387.9
0.2488     8     1387.9
0.2489     8     1387.9
0.249     8     1387.9
0.2491     8     1387.9
0.2492     8     1387.9
0.2493     8     1387.9
0.2494     8     1387.9
0.2495     8     1387.9
0.2496     8     1387.9
0.2497     8     1387.9
0.2498     8     1387.9
0.2499     8     1387.9
0.25     8     1387.9
0.2501     7     2760.17
0.2502     7     2760.17
0.2503     7     2760.17
0.2504     7     2760.17
0.2505     7     2760.17
0.2506     7     2760.17
0.2507     7     2760.17
0.2508     7     2760.17
0.2509     7     2760.17
0.251     7     2760.17
0.2511     7     2760.17
0.2512     7     2760.17
0.2513     7     2760.17
0.2514     7     2760.17
0.2515     7     2760.17
0.2516     7     2760.17
0.2517     7     2760.17
0.2518     7     2760.17
0.2519     7     2760.17
0.252     7     2760.17
0.2521     7     2760.17
0.2522     7     2760.17
0.2523     7     2760.17
0.2524     7     2760.17
0.2525     7     2760.17
0.2526     7     2760.17
0.2527     7     2760.17
0.2528     7     2760.17
0.2529     7     2760.17
0.253     7     2760.17
0.2531     7     2760.17
0.2532     7     2760.17
0.2533     7     2760.17
0.2534     7     2760.17
0.2535     7     2760.17
0.2536     7     2760.17
0.2537     7     2760.17
0.2538     7     2760.17
0.2539     7     2760.17
0.254     7     2760.17
0.2541     7     2760.17
0.2542     7     2760.17
0.2543     7     2760.17
0.2544     7     2760.17
0.2545     7     2760.17
0.2546     7     2760.17
0.2547     7     2760.17
0.2548     7     2760.17
0.2549     7     2760.17
0.255     7     2760.17
0.2551     7     2760.17
0.2552     7     2760.17
0.2553     7     2760.17
0.2554     7     2760.17
0.2555     7     2760.17
0.2556     7     2760.17
0.2557     7     2760.17
0.2558     7     2760.17
0.2559     7     2760.17
0.256     7     2760.17
0.2561     7     2760.17
0.2562     7     2760.17
0.2563     7     2760.17
0.2564     7     2760.17
0.2565     7     2760.17
0.2566     7     2760.17
0.2567     7     2760.17
0.2568     7     2760.17
0.2569     7     2760.17
0.257     7     2760.17
0.2571     7     2760.17
0.2572     7     2760.17
0.2573     7     2760.17
0.2574     7     2760.17
0.2575     7     2760.17
0.2576     7     2760.17
0.2577     7     2760.17
0.2578     7     2760.17
0.2579     7     2760.17
0.258     7     2760.17
0.2581     7     2760.17
0.2582     7     2760.17
0.2583     7     2760.17
0.2584     7     2760.17
0.2585     7     2760.17
0.2586     7     2760.17
0.2587     7     2760.17
0.2588     7     2760.17
0.2589     7     2760.17
0.259     7     2760.17
0.2591     7     2760.17
0.2592     7     2760.17
0.2593     7     2760.17
0.2594     7     2760.17
0.2595     7     2760.17
0.2596     7     2760.17
0.2597     7     2760.17
0.2598     7     2760.17
0.2599     7     2760.17
0.26     7     2760.17
0.2601     7     2760.17
0.2602     7     2760.17
0.2603     7     2760.17
0.2604     7     2760.17
0.2605     7     2760.17
0.2606     7     2760.17
0.2607     7     2760.17
0.2608     7     2760.17
0.2609     7     2760.17
0.261     7     2760.17
0.2611     7     2760.17
0.2612     7     2760.17
0.2613     7     2760.17
0.2614     7     2760.17
0.2615     7     2760.17
0.2616     7     2760.17
0.2617     7     2760.17
0.2618     7     2760.17
0.2619     7     2760.17
0.262     7     2760.17
0.2621     7     2760.17
0.2622     7     2760.17
0.2623     7     2760.17
0.2624     7     2760.17
0.2625     7     2760.17
0.2626     7     2760.17
0.2627     7     2760.17
0.2628     7     2760.17
0.2629     7     2760.17
0.263     7     2760.17
0.2631     7     2760.17
0.2632     7     2760.17
0.2633     7     2760.17
0.2634     7     2760.17
0.2635     7     2760.17
0.2636     7     2760.17
0.2637     7     2760.17
0.2638     7     2760.17
0.2639     7     2760.17
0.264     7     2760.17
0.2641     7     2760.17
0.2642     7     2760.17
0.2643     7     2760.17
0.2644     7     2760.17
0.2645     7     2760.17
0.2646     7     2760.17
0.2647     7     2760.17
0.2648     7     2760.17
0.2649     7     2760.17
0.265     7     2760.17
0.2651     7     2760.17
0.2652     7     2760.17
0.2653     7     2760.17
0.2654     7     2760.17
0.2655     7     2760.17
0.2656     7     2760.17
0.2657     7     2760.17
0.2658     7     2760.17
0.2659     7     2760.17
0.266     7     2760.17
0.2661     7     2760.17
0.2662     7     2760.17
0.2663     7     2760.17
0.2664     7     2760.17
0.2665     7     2760.17
0.2666     7     2760.17
0.2667     7     2760.17
0.2668     7     2760.17
0.2669     7     2760.17
0.267     7     2760.17
0.2671     7     2760.17
0.2672     7     2760.17
0.2673     7     2760.17
0.2674     7     2760.17
0.2675     7     2760.17
0.2676     7     2760.17
0.2677     7     2760.17
0.2678     7     2760.17
0.2679     7     2760.17
0.268     7     2760.17
0.2681     7     2760.17
0.2682     7     2760.17
0.2683     7     2760.17
0.2684     7     2760.17
0.2685     7     2760.17
0.2686     7     2760.17
0.2687     7     2760.17
0.2688     7     2760.17
0.2689     7     2760.17
0.269     7     2760.17
0.2691     7     2760.17
0.2692     7     2760.17
0.2693     7     2760.17
0.2694     7     2760.17
0.2695     7     2760.17
0.2696     7     2760.17
0.2697     7     2760.17
0.2698     7     2760.17
0.2699     7     2760.17
0.27     7     2760.17
0.2701     7     2760.17
0.2702     7     2760.17
0.2703     7     2760.17
0.2704     7     2760.17
0.2705     7     2760.17
0.2706     7     2760.17
0.2707     7     2760.17
0.2708     7     2760.17
0.2709     7     2760.17
0.271     7     2760.17
0.2711     7     2760.17
0.2712     7     2760.17
0.2713     7     2760.17
0.2714     7     2760.17
0.2715     7     2760.17
0.2716     7     2760.17
0.2717     7     2760.17
0.2718     7     2760.17
0.2719     7     2760.17
0.272     7     2760.17
0.2721     7     2760.17
0.2722     7     2760.17
0.2723     7     2760.17
0.2724     7     2760.17
0.2725     7     2760.17
0.2726     7     2760.17
0.2727     7     2760.17
0.2728     7     2760.17
0.2729     7     2760.17
0.273     7     2760.17
0.2731     7     2760.17
0.2732     7     2760.17
0.2733     7     2760.17
0.2734     7     2760.17
0.2735     7     2760.17
0.2736     7     2760.17
0.2737     7     2760.17
0.2738     7     2760.17
0.2739     7     2760.17
0.274     7     2760.17
0.2741     7     2760.17
0.2742     7     2760.17
0.2743     7     2760.17
0.2744     7     2760.17
0.2745     7     2760.17
0.2746     7     2760.17
0.2747     7     2760.17
0.2748     7     2760.17
0.2749     7     2760.17
0.275     7     2760.17
0.2751     7     2760.17
0.2752     7     2760.17
0.2753     7     2760.17
0.2754     7     2760.17
0.2755     7     2760.17
0.2756     7     2760.17
0.2757     7     2760.17
0.2758     7     2760.17
0.2759     7     2760.17
0.276     7     2760.17
0.2761     7     2760.17
0.2762     7     2760.17
0.2763     7     2760.17
0.2764     7     2760.17
0.2765     7     2760.17
0.2766     7     2760.17
0.2767     7     2760.17
0.2768     7     2760.17
0.2769     7     2760.17
0.277     7     2760.17
0.2771     7     2760.17
0.2772     7     2760.17
0.2773     7     2760.17
0.2774     7     2760.17
0.2775     7     2760.17
0.2776     7     2760.17
0.2777     7     2760.17
0.2778     7     2760.17
0.2779     7     2760.17
0.278     7     2760.17
0.2781     7     2760.17
0.2782     7     2760.17
0.2783     7     2760.17
0.2784     7     2760.17
0.2785     7     2760.17
0.2786     7     2760.17
0.2787     7     2760.17
0.2788     7     2760.17
0.2789     7     2760.17
0.279     7     2760.17
0.2791     7     2760.17
0.2792     7     2760.17
0.2793     7     2760.17
0.2794     7     2760.17
0.2795     7     2760.17
0.2796     7     2760.17
0.2797     7     2760.17
0.2798     7     2760.17
0.2799     7     2760.17
0.28     7     2760.17
0.2801     7     2760.17
0.2802     7     2760.17
0.2803     7     2760.17
0.2804     7     2760.17
0.2805     7     2760.17
0.2806     7     2760.17
0.2807     7     2760.17
0.2808     7     2760.17
0.2809     7     2760.17
0.281     7     2760.17
0.2811     7     2760.17
0.2812     7     2760.17
0.2813     7     2760.17
0.2814     7     2760.17
0.2815     7     2760.17
0.2816     7     2760.17
0.2817     7     2760.17
0.2818     7     2760.17
0.2819     7     2760.17
0.282     7     2760.17
0.2821     7     2760.17
0.2822     7     2760.17
0.2823     7     2760.17
0.2824     7     2760.17
0.2825     7     2760.17
0.2826     7     2760.17
0.2827     7     2760.17
0.2828     7     2760.17
0.2829     7     2760.17
0.283     7     2760.17
0.2831     7     2760.17
0.2832     7     2760.17
0.2833     7     2760.17
0.2834     7     2760.17
0.2835     7     2760.17
0.2836     7     2760.17
0.2837     7     2760.17
0.2838     7     2760.17
0.2839     7     2760.17
0.284     7     2760.17
0.2841     7     2760.17
0.2842     7     2760.17
0.2843     7     2760.17
0.2844     7     2760.17
0.2845     7     2760.17
0.2846     7     2760.17
0.2847     7     2760.17
0.2848     7     2760.17
0.2849     7     2760.17
0.285     7     2760.17
0.2851     7     2760.17
0.2852     7     2760.17
0.2853     7     2760.17
0.2854     7     2760.17
0.2855     7     2760.17
0.2856     7     2760.17
0.2857     7     2760.17
0.2858     7     2760.17
0.2859     7     2760.17
0.286     7     2760.17
0.2861     7     2760.17
0.2862     7     2760.17
0.2863     7     2760.17
0.2864     7     2760.17
0.2865     7     2760.17
0.2866     7     2760.17
0.2867     7     2760.17
0.2868     7     2760.17
0.2869     7     2760.17
0.287     7     2760.17
0.2871     7     2760.17
0.2872     7     2760.17
0.2873     7     2760.17
0.2874     7     2760.17
0.2875     7     2760.17
0.2876     7     2760.17
0.2877     7     2760.17
0.2878     7     2760.17
0.2879     7     2760.17
0.288     7     2760.17
0.2881     7     2760.17
0.2882     7     2760.17
0.2883     7     2760.17
0.2884     7     2760.17
0.2885     7     2760.17
0.2886     7     2760.17
0.2887     7     2760.17
0.2888     7     2760.17
0.2889     7     2760.17
0.289     7     2760.17
0.2891     7     2760.17
0.2892     7     2760.17
0.2893     7     2760.17
0.2894     7     2760.17
0.2895     7     2760.17
0.2896     7     2760.17
0.2897     7     2760.17
0.2898     7     2760.17
0.2899     7     2760.17
0.29     7     2760.17
0.2901     7     2760.17
0.2902     7     2760.17
0.2903     7     2760.17
0.2904     7     2760.17
0.2905     7     2760.17
0.2906     7     2760.17
0.2907     7     2760.17
0.2908     7     2760.17
0.2909     7     2760.17
0.291     7     2760.17
0.2911     7     2760.17
0.2912     7     2760.17
0.2913     7     2760.17
0.2914     7     2760.17
0.2915     7     2760.17
0.2916     7     2760.17
0.2917     7     2760.17
0.2918     7     2760.17
0.2919     7     2760.17
0.292     7     2760.17
0.2921     7     2760.17
0.2922     7     2760.17
0.2923     7     2760.17
0.2924     7     2760.17
0.2925     7     2760.17
0.2926     7     2760.17
0.2927     7     2760.17
0.2928     7     2760.17
0.2929     7     2760.17
0.293     7     2760.17
0.2931     7     2760.17
0.2932     7     2760.17
0.2933     7     2760.17
0.2934     7     2760.17
0.2935     7     2760.17
0.2936     7     2760.17
0.2937     7     2760.17
0.2938     7     2760.17
0.2939     7     2760.17
0.294     7     2760.17
0.2941     7     2760.17
0.2942     7     2760.17
0.2943     7     2760.17
0.2944     7     2760.17
0.2945     7     2760.17
0.2946     7     2760.17
0.2947     7     2760.17
0.2948     7     2760.17
0.2949     7     2760.17
0.295     7     2760.17
0.2951     7     2760.17
0.2952     7     2760.17
0.2953     7     2760.17
0.2954     7     2760.17
0.2955     7     2760.17
0.2956     7     2760.17
0.2957     7     2760.17
0.2958     7     2760.17
0.2959     7     2760.17
0.296     7     2760.17
0.2961     7     2760.17
0.2962     7     2760.17
0.2963     7     2760.17
0.2964     7     2760.17
0.2965     7     2760.17
0.2966     7     2760.17
0.2967     7     2760.17
0.2968     7     2760.17
0.2969     7     2760.17
0.297     7     2760.17
0.2971     7     2760.17
0.2972     7     2760.17
0.2973     7     2760.17
0.2974     7     2760.17
0.2975     7     2760.17
0.2976     7     2760.17
0.2977     7     2760.17
0.2978     7     2760.17
0.2979     7     2760.17
0.298     7     2760.17
0.2981     7     2760.17
0.2982     7     2760.17
0.2983     7     2760.17
0.2984     7     2760.17
0.2985     7     2760.17
0.2986     7     2760.17
0.2987     7     2760.17
0.2988     7     2760.17
0.2989     7     2760.17
0.299     7     2760.17
0.2991     7     2760.17
0.2992     7     2760.17
0.2993     7     2760.17
0.2994     7     2760.17
0.2995     7     2760.17
0.2996     7     2760.17
0.2997     7     2760.17
0.2998     7     2760.17
0.2999     7     2760.17
0.3     7     2760.17
0.3001     7     2760.17
0.3002     7     2760.17
0.3003     7     2760.17
0.3004     7     2760.17
0.3005     7     2760.17
0.3006     7     2760.17
0.3007     7     2760.17
0.3008     7     2760.17
0.3009     7     2760.17
0.301     7     2760.17
0.3011     7     2760.17
0.3012     7     2760.17
0.3013     7     2760.17
0.3014     7     2760.17
0.3015     7     2760.17
0.3016     7     2760.17
0.3017     7     2760.17
0.3018     7     2760.17
0.3019     7     2760.17
0.302     7     2760.17
0.3021     7     2760.17
0.3022     7     2760.17
0.3023     7     2760.17
0.3024     7     2760.17
0.3025     7     2760.17
0.3026     7     2760.17
0.3027     7     2760.17
0.3028     7     2760.17
0.3029     7     2760.17
0.303     7     2760.17
0.3031     7     2760.17
0.3032     7     2760.17
0.3033     7     2760.17
0.3034     7     2760.17
0.3035     7     2760.17
0.3036     7     2760.17
0.3037     7     2760.17
0.3038     7     2760.17
0.3039     7     2760.17
0.304     7     2760.17
0.3041     7     2760.17
0.3042     7     2760.17
0.3043     7     2760.17
0.3044     7     2760.17
0.3045     7     2760.17
0.3046     7     2760.17
0.3047     7     2760.17
0.3048     7     2760.17
0.3049     7     2760.17
0.305     7     2760.17
0.3051     7     2760.17
0.3052     7     2760.17
0.3053     7     2760.17
0.3054     7     2760.17
0.3055     7     2760.17
0.3056     7     2760.17
0.3057     7     2760.17
0.3058     7     2760.17
0.3059     7     2760.17
0.306     7     2760.17
0.3061     7     2760.17
0.3062     7     2760.17
0.3063     7     2760.17
0.3064     7     2760.17
0.3065     7     2760.17
0.3066     7     2760.17
0.3067     7     2760.17
0.3068     7     2760.17
0.3069     7     2760.17
0.307     7     2760.17
0.3071     7     2760.17
0.3072     7     2760.17
0.3073     7     2760.17
0.3074     7     2760.17
0.3075     7     2760.17
0.3076     7     2760.17
0.3077     7     2760.17
0.3078     7     2760.17
0.3079     7     2760.17
0.308     7     2760.17
0.3081     7     2760.17
0.3082     7     2760.17
0.3083     7     2760.17
0.3084     7     2760.17
0.3085     7     2760.17
0.3086     7     2760.17
0.3087     7     2760.17
0.3088     7     2760.17
0.3089     7     2760.17
0.309     7     2760.17
0.3091     7     2760.17
0.3092     7     2760.17
0.3093     7     2760.17
0.3094     7     2760.17
0.3095     7     2760.17
0.3096     7     2760.17
0.3097     7     2760.17
0.3098     7     2760.17
0.3099     7     2760.17
0.31     7     2760.17
0.3101     7     2760.17
0.3102     7     2760.17
0.3103     7     2760.17
0.3104     7     2760.17
0.3105     7     2760.17
0.3106     7     2760.17
0.3107     7     2760.17
0.3108     7     2760.17
0.3109     7     2760.17
0.311     7     2760.17
0.3111     7     2760.17
0.3112     7     2760.17
0.3113     7     2760.17
0.3114     7     2760.17
0.3115     7     2760.17
0.3116     7     2760.17
0.3117     7     2760.17
0.3118     7     2760.17
0.3119     7     2760.17
0.312     7     2760.17
0.3121     7     2760.17
0.3122     7     2760.17
0.3123     7     2760.17
0.3124     7     2760.17
0.3125     7     2760.17
0.3126     7     2760.17
0.3127     7     2760.17
0.3128     7     2760.17
0.3129     7     2760.17
0.313     7     2760.17
0.3131     7     2760.17
0.3132     7     2760.17
0.3133     7     2760.17
0.3134     7     2760.17
0.3135     7     2760.17
0.3136     7     2760.17
0.3137     7     2760.17
0.3138     7     2760.17
0.3139     7     2760.17
0.314     7     2760.17
0.3141     7     2760.17
0.3142     7     2760.17
0.3143     7     2760.17
0.3144     7     2760.17
0.3145     7     2760.17
0.3146     7     2760.17
0.3147     7     2760.17
0.3148     7     2760.17
0.3149     7     2760.17
0.315     7     2760.17
0.3151     7     2760.17
0.3152     7     2760.17
0.3153     7     2760.17
0.3154     7     2760.17
0.3155     7     2760.17
0.3156     7     2760.17
0.3157     7     2760.17
0.3158     7     2760.17
0.3159     7     2760.17
0.316     7     2760.17
0.3161     7     2760.17
0.3162     7     2760.17
0.3163     7     2760.17
0.3164     7     2760.17
0.3165     7     2760.17
0.3166     7     2760.17
0.3167     7     2760.17
0.3168     7     2760.17
0.3169     7     2760.17
0.317     7     2760.17
0.3171     7     2760.17
0.3172     7     2760.17
0.3173     7     2760.17
0.3174     7     2760.17
0.3175     7     2760.17
0.3176     7     2760.17
0.3177     7     2760.17
0.3178     7     2760.17
0.3179     7     2760.17
0.318     7     2760.17
0.3181     7     2760.17
0.3182     7     2760.17
0.3183     7     2760.17
0.3184     7     2760.17
0.3185     7     2760.17
0.3186     7     2760.17
0.3187     7     2760.17
0.3188     7     2760.17
0.3189     7     2760.17
0.319     7     2760.17
0.3191     7     2760.17
0.3192     7     2760.17
0.3193     7     2760.17
0.3194     7     2760.17
0.3195     7     2760.17
0.3196     7     2760.17
0.3197     7     2760.17
0.3198     7     2760.17
0.3199     7     2760.17
0.32     7     2760.17
0.3201     7     2760.17
0.3202     7     2760.17
0.3203     7     2760.17
0.3204     7     2760.17
0.3205     7     2760.17
0.3206     7     2760.17
0.3207     7     2760.17
0.3208     7     2760.17
0.3209     7     2760.17
0.321     7     2760.17
0.3211     7     2760.17
0.3212     7     2760.17
0.3213     7     2760.17
0.3214     7     2760.17
0.3215     7     2760.17
0.3216     7     2760.17
0.3217     7     2760.17
0.3218     7     2760.17
0.3219     7     2760.17
0.322     7     2760.17
0.3221     7     2760.17
0.3222     7     2760.17
0.3223     7     2760.17
0.3224     7     2760.17
0.3225     7     2760.17
0.3226     7     2760.17
0.3227     7     2760.17
0.3228     7     2760.17
0.3229     7     2760.17
0.323     7     2760.17
0.3231     7     2760.17
0.3232     7     2760.17
0.3233     7     2760.17
0.3234     7     2760.17
0.3235     7     2760.17
0.3236     7     2760.17
0.3237     7     2760.17
0.3238     7     2760.17
0.3239     7     2760.17
0.324     7     2760.17
0.3241     7     2760.17
0.3242     7     2760.17
0.3243     7     2760.17
0.3244     7     2760.17
0.3245     7     2760.17
0.3246     7     2760.17
0.3247     7     2760.17
0.3248     7     2760.17
0.3249     7     2760.17
0.325     7     2760.17
0.3251     7     2760.17
0.3252     7     2760.17
0.3253     7     2760.17
0.3254     7     2760.17
0.3255     7     2760.17
0.3256     7     2760.17
0.3257     7     2760.17
0.3258     7     2760.17
0.3259     7     2760.17
0.326     7     2760.17
0.3261     7     2760.17
0.3262     7     2760.17
0.3263     7     2760.17
0.3264     7     2760.17
0.3265     7     2760.17
0.3266     7     2760.17
0.3267     7     2760.17
0.3268     7     2760.17
0.3269     7     2760.17
0.327     7     2760.17
0.3271     7     2760.17
0.3272     7     2760.17
0.3273     7     2760.17
0.3274     7     2760.17
0.3275     7     2760.17
0.3276     7     2760.17
0.3277     7     2760.17
0.3278     7     2760.17
0.3279     7     2760.17
0.328     7     2760.17
0.3281     7     2760.17
0.3282     7     2760.17
0.3283     7     2760.17
0.3284     7     2760.17
0.3285     7     2760.17
0.3286     7     2760.17
0.3287     7     2760.17
0.3288     7     2760.17
0.3289     7     2760.17
0.329     7     2760.17
0.3291     7     2760.17
0.3292     7     2760.17
0.3293     7     2760.17
0.3294     7     2760.17
0.3295     7     2760.17
0.3296     7     2760.17
0.3297     7     2760.17
0.3298     7     2760.17
0.3299     7     2760.17
0.33     7     2760.17
0.3301     7     2760.17
0.3302     7     2760.17
0.3303     7     2760.17
0.3304     7     2760.17
0.3305     7     2760.17
0.3306     7     2760.17
0.3307     7     2760.17
0.3308     7     2760.17
0.3309     7     2760.17
0.331     7     2760.17
0.3311     7     2760.17
0.3312     7     2760.17
0.3313     7     2760.17
0.3314     7     2760.17
0.3315     7     2760.17
0.3316     7     2760.17
0.3317     7     2760.17
0.3318     7     2760.17
0.3319     7     2760.17
0.332     7     2760.17
0.3321     7     2760.17
0.3322     7     2760.17
0.3323     7     2760.17
0.3324     7     2760.17
0.3325     7     2760.17
0.3326     7     2760.17
0.3327     7     2760.17
0.3328     7     2760.17
0.3329     7     2760.17
0.333     7     2760.17
0.3331     7     2760.17
0.3332     7     2760.17
0.3333     7     2760.17
0.3334     7     2760.17
0.3335     7     2760.17
0.3336     7     2760.17
0.3337     7     2760.17
0.3338     7     2760.17
0.3339     7     2760.17
0.334     7     2760.17
0.3341     7     2760.17
0.3342     7     2760.17
0.3343     7     2760.17
0.3344     7     2760.17
0.3345     7     2760.17
0.3346     7     2760.17
0.3347     7     2760.17
0.3348     7     2760.17
0.3349     7     2760.17
0.335     7     2760.17
0.3351     7     2760.17
0.3352     7     2760.17
0.3353     7     2760.17
0.3354     7     2760.17
0.3355     7     2760.17
0.3356     7     2760.17
0.3357     7     2760.17
0.3358     7     2760.17
0.3359     7     2760.17
0.336     7     2760.17
0.3361     7     2760.17
0.3362     7     2760.17
0.3363     7     2760.17
0.3364     7     2760.17
0.3365     7     2760.17
0.3366     7     2760.17
0.3367     7     2760.17
0.3368     7     2760.17
0.3369     7     2760.17
0.337     7     2760.17
0.3371     7     2760.17
0.3372     7     2760.17
0.3373     7     2760.17
0.3374     7     2760.17
0.3375     7     2760.17
0.3376     7     2760.17
0.3377     7     2760.17
0.3378     7     2760.17
0.3379     7     2760.17
0.338     7     2760.17
0.3381     7     2760.17
0.3382     7     2760.17
0.3383     7     2760.17
0.3384     7     2760.17
0.3385     7     2760.17
0.3386     7     2760.17
0.3387     7     2760.17
0.3388     7     2760.17
0.3389     7     2760.17
0.339     7     2760.17
0.3391     7     2760.17
0.3392     7     2760.17
0.3393     7     2760.17
0.3394     7     2760.17
0.3395     7     2760.17
0.3396     7     2760.17
0.3397     7     2760.17
0.3398     7     2760.17
0.3399     7     2760.17
0.34     7     2760.17
0.3401     7     2760.17
0.3402     7     2760.17
0.3403     7     2760.17
0.3404     7     2760.17
0.3405     7     2760.17
0.3406     7     2760.17
0.3407     7     2760.17
0.3408     7     2760.17
0.3409     7     2760.17
0.341     7     2760.17
0.3411     7     2760.17
0.3412     7     2760.17
0.3413     7     2760.17
0.3414     7     2760.17
0.3415     7     2760.17
0.3416     7     2760.17
0.3417     7     2760.17
0.3418     7     2760.17
0.3419     7     2760.17
0.342     7     2760.17
0.3421     7     2760.17
0.3422     7     2760.17
0.3423     7     2760.17
0.3424     7     2760.17
0.3425     7     2760.17
0.3426     7     2760.17
0.3427     7     2760.17
0.3428     7     2760.17
0.3429     7     2760.17
0.343     7     2760.17
0.3431     7     2760.17
0.3432     7     2760.17
0.3433     7     2760.17
0.3434     7     2760.17
0.3435     7     2760.17
0.3436     7     2760.17
0.3437     7     2760.17
0.3438     7     2760.17
0.3439     7     2760.17
0.344     7     2760.17
0.3441     7     2760.17
0.3442     7     2760.17
0.3443     7     2760.17
0.3444     7     2760.17
0.3445     7     2760.17
0.3446     7     2760.17
0.3447     7     2760.17
0.3448     7     2760.17
0.3449     7     2760.17
0.345     7     2760.17
0.3451     7     2760.17
0.3452     7     2760.17
0.3453     7     2760.17
0.3454     7     2760.17
0.3455     7     2760.17
0.3456     7     2760.17
0.3457     7     2760.17
0.3458     7     2760.17
0.3459     7     2760.17
0.346     7     2760.17
0.3461     7     2760.17
0.3462     7     2760.17
0.3463     7     2760.17
0.3464     7     2760.17
0.3465     7     2760.17
0.3466     7     2760.17
0.3467     7     2760.17
0.3468     7     2760.17
0.3469     7     2760.17
0.347     7     2760.17
0.3471     7     2760.17
0.3472     7     2760.17
0.3473     7     2760.17
0.3474     7     2760.17
0.3475     7     2760.17
0.3476     7     2760.17
0.3477     7     2760.17
0.3478     7     2760.17
0.3479     7     2760.17
0.348     7     2760.17
0.3481     7     2760.17
0.3482     7     2760.17
0.3483     7     2760.17
0.3484     7     2760.17
0.3485     7     2760.17
0.3486     7     2760.17
0.3487     7     2760.17
0.3488     7     2760.17
0.3489     7     2760.17
0.349     7     2760.17
0.3491     7     2760.17
0.3492     7     2760.17
0.3493     7     2760.17
0.3494     7     2760.17
0.3495     7     2760.17
0.3496     7     2760.17
0.3497     7     2760.17
0.3498     7     2760.17
0.3499     7     2760.17
0.35     7     2760.17
0.3501     7     2760.17
0.3502     7     2760.17
0.3503     7     2760.17
0.3504     7     2760.17
0.3505     7     2760.17
0.3506     7     2760.17
0.3507     7     2760.17
0.3508     7     2760.17
0.3509     7     2760.17
0.351     7     2760.17
0.3511     7     2760.17
0.3512     7     2760.17
0.3513     7     2760.17
0.3514     7     2760.17
0.3515     7     2760.17
0.3516     7     2760.17
0.3517     7     2760.17
0.3518     7     2760.17
0.3519     7     2760.17
0.352     7     2760.17
0.3521     7     2760.17
0.3522     7     2760.17
0.3523     7     2760.17
0.3524     7     2760.17
0.3525     7     2760.17
0.3526     7     2760.17
0.3527     7     2760.17
0.3528     7     2760.17
0.3529     7     2760.17
0.353     7     2760.17
0.3531     7     2760.17
0.3532     7     2760.17
0.3533     7     2760.17
0.3534     7     2760.17
0.3535     7     2760.17
0.3536     7     2760.17
0.3537     7     2760.17
0.3538     7     2760.17
0.3539     7     2760.17
0.354     7     2760.17
0.3541     7     2760.17
0.3542     7     2760.17
0.3543     7     2760.17
0.3544     7     2760.17
0.3545     7     2760.17
0.3546     7     2760.17
0.3547     7     2760.17
0.3548     7     2760.17
0.3549     7     2760.17
0.355     7     2760.17
0.3551     7     2760.17
0.3552     7     2760.17
0.3553     7     2760.17
0.3554     7     2760.17
0.3555     7     2760.17
0.3556     7     2760.17
0.3557     7     2760.17
0.3558     7     2760.17
0.3559     7     2760.17
0.356     7     2760.17
0.3561     7     2760.17
0.3562     7     2760.17
0.3563     7     2760.17
0.3564     7     2760.17
0.3565     7     2760.17
0.3566     7     2760.17
0.3567     7     2760.17
0.3568     7     2760.17
0.3569     7     2760.17
0.357     7     2760.17
0.3571     7     2760.17
0.3572     7     2760.17
0.3573     7     2760.17
0.3574     7     2760.17
0.3575     7     2760.17
0.3576     7     2760.17
0.3577     7     2760.17
0.3578     7     2760.17
0.3579     7     2760.17
0.358     7     2760.17
0.3581     7     2760.17
0.3582     7     2760.17
